chrom	start	end	GC	geneNum
4	137300000	137400000	0.3482	1
4	137400000	137500000	0.37938	2
4	137500000	137600000	0.35491	2
4	137600000	137700000	0.36143	4
4	137700000	137800000	0.35426	2
4	137800000	137900000	0.34631	1
4	137900000	138000000	0.35294	2
4	138000000	138100000	0.37728	3
4	138100000	138200000	0.36695	3
4	138200000	138300000	0.34926	3
4	138300000	138400000	0.3771	2
4	138400000	138500000	0.37774	3
4	138500000	138600000	0.38125	2
4	138600000	138700000	0.40507	2
4	138700000	138800000	0.39632	1
4	138800000	138900000	0.41967	2
4	138900000	139000000	0.42409	2
4	139000000	139100000	0.41607	4
4	139100000	139200000	0.40975	6
4	139200000	139300000	0.41615	6
4	139300000	139400000	0.3877	3
4	139400000	139500000	0.41324	6
4	139500000	139600000	0.42788	5
4	139600000	139700000	0.43281	5
4	139700000	139800000	0.43245	4
4	139800000	139900000	0.41767	1
4	139900000	140000000	0.40688	1
4	140000000	140100000	0.40553	1
4	140100000	140200000	0.40892	2
4	140200000	140300000	0.42765	2
4	140300000	140400000	0.38755	5
4	140400000	140500000	0.36929	3
4	140500000	140600000	0.38677	5
4	140600000	140700000	0.41859	3
4	140700000	140800000	0.40836	5
4	140800000	140900000	0.39924	1
4	140900000	141000000	0.38571	1
4	141000000	141100000	0.37299	1
4	141100000	141200000	0.39551	1
4	141200000	141300000	0.37428	3
4	141300000	141400000	0.39245	1
4	141400000	141500000	0.36709	2
4	141500000	141600000	0.36191	1
4	141600000	141700000	0.37259	1
4	141700000	141800000	0.36445	1
4	141800000	141900000	0.37202	0
4	141900000	142000000	0.37215	0
4	142000000	142100000	0.36187	1
4	142100000	142200000	0.35892	1
4	142200000	142300000	0.36466	2
4	142300000	142400000	0.36586	2
4	142400000	142500000	0.36777	1
4	142500000	142600000	0.36383	3
4	142600000	142700000	0.36451	2
4	142700000	142800000	0.36141	1
4	142800000	142900000	0.38006	1
4	142900000	143000000	0.37333	1
4	143000000	143100000	0.37349	2
4	143100000	143200000	0.38093	2
4	143200000	143300000	0.38165	2
4	143300000	143400000	0.41323	6
4	143400000	143500000	0.37441	3
4	143500000	143600000	0.38116	6
4	143600000	143700000	0.38776	2
4	143700000	143800000	0.37379	3
4	143800000	143900000	0.37778	2
4	143900000	144000000	0.38148	4
4	144000000	144100000	0.37891	3
4	144100000	144200000	0.37436	3
4	144200000	144300000	0.35842	3
4	144300000	144400000	0.37685	3
4	144400000	144500000	0.36143	2
4	144500000	144600000	0.38615	4
4	144600000	144700000	0.37177	5
4	144700000	144800000	0.37278	4
4	144800000	144900000	0.37537	5
4	144900000	145000000	0.37308	3
4	145000000	145100000	0.37682	4
4	145100000	145200000	0.38073	3
4	145200000	145300000	0.39931	1
4	145300000	145400000	0.38931	3
4	145400000	145500000	0.3916	4
4	145500000	145600000	0.38784	4
4	145600000	145700000	0.39502	4
4	145700000	145800000	0.41761	2
4	145800000	145900000	0.41158	3
4	145900000	146000000	0.39988	2
4	146000000	146100000	0.39173	2
4	146100000	146200000	0.39733	3
4	146200000	146300000	0.41219	3
4	146300000	146400000	0.37299	1
4	146400000	146500000	0.35758	2
4	146500000	146600000	0.39616	3
4	146600000	146700000	0.39146	1
4	146700000	146800000	0.36564	1
4	146800000	146900000	0.37111	1
4	146900000	147000000	0.36708	3
4	147000000	147100000	0.38079	3
4	147100000	147200000	0.38508	1
4	147200000	147300000	0.36501	0
4	147300000	147400000	0.37897	1
4	147400000	147500000	0.38519	4
4	147500000	147600000	0.4016	3
4	147600000	147700000	0.39738	3
4	147700000	147800000	0.41887	3
4	147800000	147900000	0.40931	2
4	147900000	148000000	0.39804	2
4	148000000	148100000	0.42619	2
4	148100000	148200000	0.39605	2
4	148200000	148300000	0.37946	2
4	148300000	148400000	0.3695	1
4	148400000	148500000	0.37602	2
4	148500000	148600000	0.38257	3
4	148600000	148700000	0.36676	2
4	148700000	148800000	0.37756	2
4	148800000	148900000	0.3783	2
4	148900000	149000000	0.37573	3
4	149000000	149100000	0.38098	2
4	149100000	149200000	0.3754	2
4	149200000	149300000	0.36109	1
4	149300000	149400000	0.35853	2
4	149400000	149500000	0.35256	1
4	149500000	149600000	0.35575	1
4	149600000	149700000	0.35485	2
4	149700000	149800000	0.36324	3
4	149800000	149900000	0.36341	1
4	149900000	150000000	0.37304	3
4	150000000	150100000	0.39584	2
4	150100000	150200000	0.3948	1
4	150200000	150300000	0.4156	3
4	150300000	150400000	0.35876	1
4	150400000	150500000	0.34012	2
4	150500000	150600000	0.35907	3
4	150600000	150700000	0.36147	1
4	150700000	150800000	0.35686	2
4	150800000	150900000	0.35865	1
4	150900000	151000000	0.37822	2
4	151000000	151100000	0.44173	3
4	151100000	151200000	0.40682	5
4	151200000	151300000	0.40612	4
4	151300000	151400000	0.41024	3
4	151400000	151500000	0.38857	2
4	151500000	151600000	0.3944	2
4	151600000	151700000	0.42772	3
4	151700000	151800000	0.41405	2
4	151800000	151900000	0.42983	3
4	151900000	152000000	0.4209	6
4	152000000	152100000	0.43354	2
4	152100000	152200000	0.4304	3
4	152200000	152300000	0.42217	2
4	152300000	152400000	0.34829	4
4	152400000	152500000	0.36156	3
4	152500000	152600000	0.39849	5
4	152600000	152700000	0.42562	3
4	152700000	152800000	0.41148	3
4	152800000	152900000	0.37547	1
4	152900000	153000000	0.43326	4
4	153000000	153100000	0.43609	1
4	153100000	153200000	0.43925	2
4	153200000	153300000	0.4257	4
4	153300000	153400000	0.38989	5
4	153400000	153500000	0.43288	3
4	153500000	153600000	0.40836	1
4	153600000	153700000	0.41384	5
4	153700000	153800000	0.41079	4
4	153800000	153900000	0.4017	0
4	153900000	154000000	0.39229	1
4	154000000	154100000	0.40827	1
4	154100000	154200000	0.39382	1
4	154200000	154300000	0.36879	4
4	154300000	154400000	0.37291	3
4	154400000	154500000	0.39641	1
4	154500000	154600000	0.37642	6
4	154600000	154700000	0.37969	3
4	154700000	154800000	0.3831	7
4	154800000	154900000	0.37128	1
4	154900000	155000000	0.39076	0
4	155000000	155100000	0.38374	0
4	155100000	155200000	0.36223	1
4	155200000	155300000	0.35782	4
4	155300000	155400000	0.38004	5
4	155400000	155500000	0.37608	13
4	155500000	155600000	0.37107	1
4	155600000	155700000	0.37359	1
4	155700000	155800000	0.37143	3
4	155800000	155900000	0.36765	3
4	155900000	156000000	0.37206	3
4	156000000	156100000	0.35595	2
4	156100000	156200000	0.36267	0
4	156200000	156300000	0.36194	0
4	156300000	156400000	0.34816	0
4	156400000	156500000	0.35898	0
4	156500000	156600000	0.35456	1
4	156600000	156700000	0.36538	3
4	156700000	156800000	0.36498	1
4	156800000	156900000	0.35334	4
4	156900000	157000000	0.37582	3
4	157000000	157100000	0.36282	2
4	157100000	157200000	0.35246	1
4	157200000	157300000	0.35179	3
4	157300000	157400000	0.33897	1
4	157400000	157500000	0.35221	0
4	157500000	157600000	0.36538	2
4	157600000	157700000	0.3514	2
4	157700000	157800000	0.35854	2
4	157800000	157900000	0.35791	4
4	157900000	158000000	0.3576	4
4	158000000	158100000	0.36641	1
4	158100000	158200000	0.36931	7
4	158200000	158300000	0.37425	5
4	158300000	158400000	0.37957	2
4	158400000	158500000	0.37515	3
4	158500000	158600000	0.38254	2
4	158600000	158700000	0.38493	3
4	158700000	158800000	0.40354	5
4	158800000	158900000	0.40775	2
4	158900000	159000000	0.4038	3
4	159000000	159100000	0.40313	4
4	159100000	159200000	0.37851	3
4	159200000	159300000	0.36459	1
4	159300000	159400000	0.38524	3
4	159400000	159500000	0.41474	1
4	159500000	159600000	0.3949	0
4	159600000	159700000	0.37547	1
4	159700000	159800000	0.36771	1
4	159800000	159900000	0.36893	0
4	159900000	160000000	0.37061	0
4	160000000	160100000	0.37022	0
4	160100000	160200000	0.36104	0
4	160200000	160300000	0.36262	0
4	160300000	160400000	0.34767	0
4	160400000	160500000	0.35761	0
4	160500000	160600000	0.34885	2
4	160600000	160700000	0.34855	0
4	160700000	160800000	0.35177	0
4	160800000	160900000	0.33616	1
4	160900000	161000000	0.32785	0
4	161000000	161100000	0.34393	0
4	161100000	161200000	0.34777	0
4	161200000	161300000	0.35559	0
4	161300000	161400000	0.35412	2
4	161400000	161500000	0.34305	1
4	161500000	161600000	0.33766	1
4	161600000	161700000	0.34151	1
4	161700000	161800000	0.33812	1
4	161800000	161900000	0.34348	1
4	161900000	162000000	0.33112	1
4	162000000	162100000	0.33066	2
4	162100000	162200000	0.33942	1
4	162200000	162300000	0.34959	0
4	162300000	162400000	0.34366	1
4	162400000	162500000	0.35244	0
4	162500000	162600000	0.34954	1
4	162600000	162700000	0.35785	0
4	162700000	162800000	0.36479	1
4	162800000	162900000	0.3646	2
4	162900000	163000000	0.36638	2
4	163000000	163100000	0.38251	1
4	163100000	163200000	0.38192	2
4	163200000	163300000	0.37739	1
4	163300000	163400000	0.37277	3
4	163400000	163500000	0.37455	2
4	163500000	163600000	0.36753	3
4	163600000	163700000	0.36763	1
4	163700000	163800000	0.35596	1
4	163800000	163900000	0.35086	2
4	163900000	164000000	0.353	2
4	164000000	164100000	0.35258	1
4	164100000	164200000	0.35416	3
4	164200000	164300000	0.34844	1
4	164300000	164400000	0.35511	1
4	164400000	164500000	0.36318	0
4	164500000	164600000	0.38334	1
4	164600000	164700000	0.38255	1
4	164700000	164800000	0.38919	3
4	164800000	164900000	0.38856	2
4	164900000	165000000	0.42508	11
4	165000000	165100000	0.44271	9
4	165100000	165200000	0.40894	1
4	165200000	165300000	0.38991	4
4	165300000	165400000	0.38039	4
4	165400000	165500000	0.38551	2
4	165500000	165600000	0.39201	2
4	165600000	165700000	0.37132	3
4	165700000	165800000	0.36771	2
4	165800000	165900000	0.3656	1
4	165900000	166000000	0.36418	1
4	166000000	166100000	0.34185	2
4	166100000	166200000	0.35678	1
4	166200000	166300000	0.35156	0
4	166300000	166400000	0.3515	2
4	166400000	166500000	0.34416	1
4	166500000	166600000	0.36314	1
4	166600000	166700000	0.33907	0
4	166700000	166800000	0.36028	1
4	166800000	166900000	0.34847	1
4	166900000	167000000	0.35188	2
4	167000000	167100000	0.34244	1
4	167100000	167200000	0.35179	1
4	167200000	167300000	0.35133	1
4	167300000	167400000	0.35042	1
4	167400000	167500000	0.36318	1
4	167500000	167600000	0.35394	0
4	167600000	167700000	0.35648	2
4	167700000	167800000	0.34647	1
4	167800000	167900000	0.36285	0
4	167900000	168000000	0.37082	1
4	168000000	168100000	0.35405	2
4	168100000	168200000	0.36615	3
4	168200000	168300000	0.36578	1
4	168300000	168400000	0.38321	2
4	168400000	168500000	0.37758	3
4	168500000	168600000	0.38446	3
4	168600000	168700000	0.40582	3
4	168700000	168800000	0.40209	2
4	168800000	168900000	0.41104	5
4	168900000	169000000	0.38535	2
4	169000000	169100000	0.43342	4
4	169100000	169200000	0.39199	2
4	169200000	169300000	0.39686	2
4	169300000	169400000	0.40437	2
4	169400000	169500000	0.37609	1
4	169500000	169600000	0.36732	2
4	169600000	169700000	0.37129	2
4	169700000	169800000	0.39738	3
4	169800000	169900000	0.4116	2
4	169900000	170000000	0.41865	7
4	170000000	170100000	0.42074	3
4	170100000	170200000	0.39774	2
4	170200000	170300000	0.37798	1
4	170300000	170400000	0.37821	1
4	170400000	170500000	0.36623	1
4	170500000	170600000	0.36487	1
4	170600000	170700000	0.36905	1
4	170700000	170800000	0.35398	1
4	170800000	170900000	0.33466	2
4	170900000	171000000	0.34879	1
4	171000000	171100000	0.34527	1
4	171100000	171200000	0.34467	3
4	171200000	171300000	0.3441	1
4	171300000	171400000	0.35027	0
4	171400000	171500000	0.33707	1
4	171500000	171600000	0.36107	3
4	171600000	171700000	0.36149	1
4	171700000	171800000	0.36177	0
4	171800000	171900000	0.35116	1
4	171900000	172000000	0.35706	1
4	172000000	172100000	0.35058	1
4	172100000	172200000	0.35609	1
4	172200000	172300000	0.34603	1
4	172300000	172400000	0.36404	2
4	172400000	172500000	0.35821	1
4	172500000	172600000	0.36402	1
4	172600000	172700000	0.36293	1
4	172700000	172800000	0.36578	1
4	172800000	172900000	0.38927	1
4	172900000	173000000	0.39616	1
4	173000000	173100000	0.4012	2
4	173100000	173200000	0.39539	3
4	173200000	173300000	0.3833	2
4	173300000	173400000	0.38363	8
4	173400000	173500000	0.39566	6
4	173500000	173600000	0.4348	4
4	173600000	173700000	0.38001	4
4	173700000	173800000	0.38146	1
4	173800000	173900000	0.36321	2
4	173900000	174000000	0.36593	3
4	174000000	174100000	0.36447	2
4	174100000	174200000	0.36248	3
4	174200000	174300000	0.35862	5
4	174300000	174400000	0.36347	2
4	174400000	174500000	0.37703	2
4	174500000	174600000	0.37152	3
4	174600000	174700000	0.35825	1
4	174700000	174800000	0.3527	1
4	174800000	174900000	0.35644	2
4	174900000	175000000	0.36523	3
4	175000000	175100000	0.36457	2
4	175100000	175200000	0.34562	1
4	175200000	175300000	0.35262	2
4	175300000	175400000	0.36532	1
4	175400000	175500000	0.38244	3
4	175500000	175600000	0.35497	1
4	175600000	175700000	0.3552	2
4	175700000	175800000	0.35742	2
4	175800000	175900000	0.35461	2
4	175900000	176000000	0.35826	2
4	176000000	176100000	0.36811	4
4	176100000	176200000	0.34978	2
4	176200000	176300000	0.38646	1
4	176300000	176400000	0.38109	4
4	176400000	176500000	0.36322	0
4	176500000	176600000	0.36747	0
4	176600000	176700000	0.38697	3
4	176700000	176800000	0.3557	2
4	176800000	176900000	0.35556	3
4	176900000	177000000	0.3596	2
4	177000000	177100000	0.36849	1
4	177100000	177200000	0.3659	2
4	177200000	177300000	0.38177	2
4	177300000	177400000	0.3821	3
4	177400000	177500000	0.39406	3
4	177500000	177600000	0.38506	1
4	177600000	177700000	0.36694	2
4	177700000	177800000	0.3663	2
4	177800000	177900000	0.36944	2
4	177900000	178000000	0.33852	2
4	178000000	178100000	0.34592	1
4	178100000	178200000	0.34831	1
4	178200000	178300000	0.36894	1
4	178300000	178400000	0.33645	0
4	178400000	178500000	0.35336	1
4	178500000	178600000	0.34727	0
4	178600000	178700000	0.35082	1
4	178700000	178800000	0.3426	0
4	178800000	178900000	0.35636	0
4	178900000	179000000	0.35996	0
4	179000000	179100000	0.34696	1
4	179100000	179200000	0.34399	0
4	179200000	179300000	0.35875	0
4	179300000	179400000	0.35826	1
4	179400000	179500000	0.36567	1
4	179500000	179600000	0.35723	0
4	179600000	179700000	0.36552	0
4	179700000	179800000	0.36299	0
4	179800000	179900000	0.35691	1
4	179900000	180000000	0.34866	1
4	180000000	180100000	0.35029	2
4	180100000	180200000	0.34573	1
4	180200000	180300000	0.36299	0
4	180300000	180400000	0.3496	0
4	180400000	180500000	0.36507	0
4	180500000	180600000	0.37376	1
4	180600000	180700000	0.3698	0
4	180700000	180800000	0.3643	1
4	180800000	180900000	0.37416	0
4	180900000	181000000	0.37043	0
4	181000000	181100000	0.36084	1
4	181100000	181200000	0.38478	1
4	181200000	181300000	0.38371	2
4	181300000	181400000	0.36283	0
4	181400000	181500000	0.3731	0
4	181500000	181600000	0.39425	2
4	181600000	181700000	0.3942	1
4	181700000	181800000	0.37933	1
4	181800000	181900000	0.3783	3
4	181900000	182000000	0.39042	2
4	182000000	182100000	0.39696	1
4	182100000	182200000	0.3865	4
4	182200000	182300000	0.41495	1
4	182300000	182400000	0.39458	1
4	182400000	182500000	0.37502	1
4	182500000	182600000	0.37524	2
4	182600000	182700000	0.37667	3
4	182700000	182800000	0.40371	3
4	182800000	182900000	0.49006	4
4	182900000	183000000	0.42004	1
4	183000000	183100000	0.43019	7
4	183100000	183200000	0.39307	1
4	183200000	183300000	0.38956	2
4	183300000	183400000	0.45297	4
4	183400000	183500000	0.4452	4
4	183500000	183600000	0.4321	3
4	183600000	183700000	0.40975	4
4	183700000	183800000	0.44609	5
4	183800000	183900000	0.433	1
4	183900000	184000000	0.42098	2
4	184000000	184100000	0.42771	4
4	184100000	184200000	0.44149	2
4	184200000	184300000	0.43496	4
4	184300000	184400000	0.43716	3
4	184400000	184500000	0.44533	5
4	184500000	184600000	0.42594	3
4	184600000	184700000	0.41904	4
4	184700000	184800000	0.43309	3
4	184800000	184900000	0.44772	8
4	184900000	185000000	0.45414	5
4	185000000	185100000	0.42986	4
4	185100000	185200000	0.42236	4
4	185200000	185300000	0.42107	2
4	185300000	185400000	0.412	5
4	185400000	185500000	0.39025	6
4	185500000	185600000	0.41285	4
4	185600000	185700000	0.39207	2
4	185700000	185800000	0.41423	3
4	185800000	185900000	0.40517	1
4	185900000	186000000	0.40375	2
4	186000000	186100000	0.43227	2
4	186100000	186200000	0.43268	6
4	186200000	186300000	0.41357	4
4	186300000	186400000	0.40561	3
4	186400000	186500000	0.43156	2
4	186500000	186600000	0.42773	5
4	186600000	186700000	0.40613	1
4	186700000	186800000	0.42388	2
4	186800000	186900000	0.39055	2
4	186900000	187000000	0.42319	2
4	187000000	187100000	0.39585	2
4	187100000	187200000	0.39676	1
4	187200000	187300000	0.37551	2
4	187300000	187400000	0.3849	2
4	187400000	187500000	0.398	2
4	187500000	187600000	0.38311	2
4	187600000	187700000	0.38765	2
4	187700000	187800000	0.38544	2
4	187800000	187900000	0.37741	0
4	187900000	188000000	0.41365	3
4	188000000	188100000	0.42489	2
4	188100000	188200000	0.45316	6
4	188200000	188300000	0.41947	0
4	188300000	188400000	0.4092	2
4	188400000	188500000	0.40092	1
4	188500000	188600000	0.38662	1
4	188600000	188700000	0.38503	2
4	188700000	188800000	0.38079	7
4	188800000	188900000	0.36303	1
4	188900000	189000000	0.38245	1
4	189000000	189100000	0.39068	1
4	189100000	189200000	0.39175	1
4	189200000	189300000	0.39171	2
4	189300000	189400000	0.39259	0
4	189400000	189500000	0.41602	1
4	189500000	189600000	0.40514	0
4	189600000	189700000	0.43129	1
4	189700000	189800000	0.41272	3
4	189800000	189900000	0.4222	2
4	189900000	190000000	0.39893	5
4	190000000	190100000	0.52347	17
4	190100000	190200000	0.43976	3
4	190200000	190214555	0.4805708013172338	0
5	0	100000	0.46492222222222224	2
5	100000	200000	0.50415	5
5	200000	300000	0.4905	8
5	300000	400000	0.52601	4
5	400000	500000	0.55139	9
5	500000	600000	0.55459	3
5	600000	700000	0.56656	5
5	700000	800000	0.50402	5
5	800000	900000	0.51411	4
5	900000	1000000	0.49797	6
5	1000000	1100000	0.60363	4
5	1100000	1200000	0.57586	2
5	1200000	1300000	0.58796	4
5	1300000	1400000	0.51901	7
5	1400000	1500000	0.54367	2
5	1500000	1600000	0.50989	7
5	1600000	1700000	0.50113	4
5	1700000	1800000	0.51065	3
5	1800000	1900000	0.54181	8
5	1900000	2000000	0.47117	5
5	2000000	2100000	0.45112	1
5	2100000	2200000	0.48632	2
5	2200000	2300000	0.45946	1
5	2300000	2400000	0.45608	0
5	2400000	2500000	0.43753	0
5	2500000	2600000	0.45601	0
5	2600000	2700000	0.45457	0
5	2700000	2800000	0.45656	6
5	2800000	2900000	0.445	1
5	2900000	3000000	0.41231	1
5	3000000	3100000	0.45071	0
5	3100000	3200000	0.43732	1
5	3200000	3300000	0.46105	0
5	3300000	3400000	0.47389	1
5	3400000	3500000	0.41165	3
5	3500000	3600000	0.44714	4
5	3600000	3700000	0.46451	2
5	3700000	3800000	0.43124	1
5	3800000	3900000	0.42233	0
5	3900000	4000000	0.40511	0
5	4000000	4100000	0.42008	2
5	4100000	4200000	0.40518	1
5	4200000	4300000	0.41822	0
5	4300000	4400000	0.38789	0
5	4400000	4500000	0.38531	2
5	4500000	4600000	0.39957	2
5	4600000	4700000	0.39656	2
5	4700000	4800000	0.37382	3
5	4800000	4900000	0.39942	3
5	4900000	5000000	0.41278	3
5	5000000	5100000	0.40596	4
5	5100000	5200000	0.41278	4
5	5200000	5300000	0.41658	1
5	5300000	5400000	0.46097	6
5	5400000	5500000	0.40438	2
5	5500000	5600000	0.43981	0
5	5600000	5700000	0.4182	1
5	5700000	5800000	0.41485	0
5	5800000	5900000	0.41059	0
5	5900000	6000000	0.41088	0
5	6000000	6100000	0.41744	2
5	6100000	6200000	0.42924	1
5	6200000	6300000	0.42774	1
5	6300000	6400000	0.46359	3
5	6400000	6500000	0.45952	2
5	6500000	6600000	0.46575	3
5	6600000	6700000	0.42902	4
5	6700000	6800000	0.48217	4
5	6800000	6900000	0.43293	5
5	6900000	7000000	0.40075	1
5	7000000	7100000	0.40473	3
5	7100000	7200000	0.3924	1
5	7200000	7300000	0.40342	7
5	7300000	7400000	0.41586	8
5	7400000	7500000	0.39823	1
5	7500000	7600000	0.39811	1
5	7600000	7700000	0.41414	1
5	7700000	7800000	0.4116	2
5	7800000	7900000	0.42571	4
5	7900000	8000000	0.39319	3
5	8000000	8100000	0.39609	2
5	8100000	8200000	0.37614	2
5	8200000	8300000	0.39846	1
5	8300000	8400000	0.38944	3
5	8400000	8500000	0.39076	8
5	8500000	8600000	0.38508	2
5	8600000	8700000	0.3714	6
5	8700000	8800000	0.38732	4
5	8800000	8900000	0.38178	1
5	8900000	9000000	0.37535	1
5	9000000	9100000	0.40293	3
5	9100000	9200000	0.40736	1
5	9200000	9300000	0.39631	1
5	9300000	9400000	0.39293	2
5	9400000	9500000	0.40214	3
5	9500000	9600000	0.41347	5
5	9600000	9700000	0.38856	3
5	9700000	9800000	0.41284	4
5	9800000	9900000	0.41107	3
5	9900000	10000000	0.41617	1
5	10000000	10100000	0.41345	4
5	10100000	10200000	0.43947	5
5	10200000	10300000	0.43905	8
5	10300000	10400000	0.41996	5
5	10400000	10500000	0.4515	8
5	10500000	10600000	0.47182	5
5	10600000	10700000	0.48249	7
5	10700000	10800000	0.44812	3
5	10800000	10900000	0.42254	0
5	10900000	11000000	0.42279	1
5	11000000	11100000	0.40655	2
5	11100000	11200000	0.41665	1
5	11200000	11300000	0.40513	1
5	11300000	11400000	0.40659	1
5	11400000	11500000	0.38341	1
5	11500000	11600000	0.38368	1
5	11600000	11700000	0.3748	1
5	11700000	11800000	0.37904	1
5	11800000	11900000	0.37672	1
5	11900000	12000000	0.37036	1
5	12000000	12100000	0.36703	0
5	12100000	12200000	0.35832	0
5	12200000	12300000	0.35157	1
5	12300000	12400000	0.35654	0
5	12400000	12500000	0.36024	0
5	12500000	12600000	0.35681	2
5	12600000	12700000	0.35839	2
5	12700000	12800000	0.34809	3
5	12800000	12900000	0.34945	1
5	12900000	13000000	0.35445	1
5	13000000	13100000	0.34765	1
5	13100000	13200000	0.36162	1
5	13200000	13300000	0.36578	1
5	13300000	13400000	0.37222	0
5	13400000	13500000	0.39153	0
5	13500000	13600000	0.39134	1
5	13600000	13700000	0.39305	2
5	13700000	13800000	0.38896	1
5	13800000	13900000	0.39125	2
5	13900000	14000000	0.40618	2
5	14000000	14100000	0.4278	1
5	14100000	14200000	0.43595	1
5	14200000	14300000	0.41449	1
5	14300000	14400000	0.42882	2
5	14400000	14500000	0.45068	1
5	14500000	14600000	0.44748	2
5	14600000	14700000	0.4115	6
5	14700000	14800000	0.45156	3
5	14800000	14900000	0.43253	5
5	14900000	15000000	0.4193	2
5	15000000	15100000	0.40793	0
5	15100000	15200000	0.38243	2
5	15200000	15300000	0.38301	1
5	15300000	15400000	0.38988	1
5	15400000	15500000	0.37885	2
5	15500000	15600000	0.40696	1
5	15600000	15700000	0.39433	2
5	15700000	15800000	0.39008	1
5	15800000	15900000	0.39604	1
5	15900000	16000000	0.3947	2
5	16000000	16100000	0.40041	2
5	16100000	16200000	0.40218	4
5	16200000	16300000	0.38934	0
5	16300000	16400000	0.39283	1
5	16400000	16500000	0.40891	5
5	16500000	16600000	0.43027	1
5	16600000	16700000	0.44441	5
5	16700000	16800000	0.43608	1
5	16800000	16900000	0.44052	2
5	16900000	17000000	0.45209	3
5	17000000	17100000	0.4399	2
5	17100000	17200000	0.43709	5
5	17200000	17300000	0.42049	4
5	17300000	17400000	0.42387	6
5	17400000	17500000	0.40099	5
5	17500000	17600000	0.4668	12
5	17600000	17700000	0.40687	16
5	17700000	17800000	0.38614	1
5	17800000	17900000	0.36316	1
5	17900000	18000000	0.36107	1
5	18000000	18100000	0.35926	1
5	18100000	18200000	0.36125	0
5	18200000	18300000	0.36347	1
5	18300000	18400000	0.36926	0
5	18400000	18500000	0.34942	0
5	18500000	18600000	0.37254	1
5	18600000	18700000	0.35275	0
5	18700000	18800000	0.35631	1
5	18800000	18900000	0.34373	2
5	18900000	19000000	0.33612	3
5	19000000	19100000	0.35245	3
5	19100000	19200000	0.34326	1
5	19200000	19300000	0.36341	1
5	19300000	19400000	0.35237	0
5	19400000	19500000	0.34524	1
5	19500000	19600000	0.34921	1
5	19600000	19700000	0.33948	1
5	19700000	19800000	0.35934	1
5	19800000	19900000	0.35287	1
5	19900000	20000000	0.33947	1
5	20000000	20100000	0.34476	1
5	20100000	20200000	0.3542	2
5	20200000	20300000	0.34158	1
5	20300000	20400000	0.36376	3
5	20400000	20500000	0.34552	1
5	20500000	20600000	0.34679	1
5	20600000	20700000	0.36046	2
5	20700000	20800000	0.35295	1
5	20800000	20900000	0.35308	2
5	20900000	21000000	0.35191	2
5	21000000	21100000	0.35243	1
5	21100000	21200000	0.35501	1
5	21200000	21300000	0.35609	0
5	21300000	21400000	0.35053	2
5	21400000	21500000	0.39905	3
5	21500000	21600000	0.35132	2
5	21600000	21700000	0.35558	1
5	21700000	21800000	0.34098	2
5	21800000	21900000	0.35187	2
5	21900000	22000000	0.35221	1
5	22000000	22100000	0.36873	1
5	22100000	22200000	0.36029	3
5	22200000	22300000	0.34063	2
5	22300000	22400000	0.358	1
5	22400000	22500000	0.35131	1
5	22500000	22600000	0.35254	2
5	22600000	22700000	0.3555	1
5	22700000	22800000	0.34262	2
5	22800000	22900000	0.35158	1
5	22900000	23000000	0.35901	0
5	23000000	23100000	0.35844	1
5	23100000	23200000	0.35944	0
5	23200000	23300000	0.35553	2
5	23300000	23400000	0.34811	2
5	23400000	23500000	0.3569	2
5	23500000	23600000	0.35633	1
5	23600000	23700000	0.36044	1
5	23700000	23800000	0.34333	0
5	23800000	23900000	0.35857	0
5	23900000	24000000	0.34744	4
5	24000000	24100000	0.35309	1
5	24100000	24200000	0.34391	3
5	24200000	24300000	0.35084	1
5	24300000	24400000	0.37329	1
5	24400000	24500000	0.34728	3
5	24500000	24600000	0.34024	3
5	24600000	24700000	0.358	2
5	24700000	24800000	0.35025	4
5	24800000	24900000	0.35316	4
5	24900000	25000000	0.33961	1
5	25000000	25100000	0.3521	1
5	25100000	25200000	0.35931	3
5	25200000	25300000	0.34058	2
5	25300000	25400000	0.35807	3
5	25400000	25500000	0.33798	2
5	25500000	25600000	0.34164	0
5	25600000	25700000	0.35138	0
5	25700000	25800000	0.34442	2
5	25800000	25900000	0.36076	0
5	25900000	26000000	0.34502	2
5	26000000	26100000	0.34275	1
5	26100000	26200000	0.33865	0
5	26200000	26300000	0.37406	0
5	26300000	26400000	0.35395	1
5	26400000	26500000	0.37254	1
5	26500000	26600000	0.34	0
5	26600000	26700000	0.34775	3
5	26700000	26800000	0.33984	2
5	26800000	26900000	0.34449	1
5	26900000	27000000	0.33917	1
5	27000000	27100000	0.34261	1
5	27100000	27200000	0.34866	2
5	27200000	27300000	0.35061	1
5	27300000	27400000	0.33838	1
5	27400000	27500000	0.34187	2
5	27500000	27600000	0.34492	0
5	27600000	27700000	0.34988	0
5	27700000	27800000	0.34569	0
5	27800000	27900000	0.34594	0
5	27900000	28000000	0.34001	0
5	28000000	28100000	0.35786	0
5	28100000	28200000	0.34337	0
5	28200000	28300000	0.34453	2
5	28300000	28400000	0.33954	0
5	28400000	28500000	0.35813	0
5	28500000	28600000	0.35537	1
5	28600000	28700000	0.33149	3
5	28700000	28800000	0.34202	1
5	28800000	28900000	0.36076	4
5	28900000	29000000	0.35618	4
5	29000000	29100000	0.3509	3
5	29100000	29200000	0.35249	3
5	29200000	29300000	0.3434	2
